Log10 PageRank	Title
-5.106	Macedonia naming dispute
-5.106	Family law
-5.106	Sawmill
-5.106	Spanish colonization of the Americas
-5.106	Telecommunications in the Republic of Ireland
-5.106	Executive producer
-5.106	Georgia Institute of Technology
-5.106	Chinese people
-5.106	Russian ruble
-5.106	Telecommunications in Northern Cyprus
-5.106	Metro station
-5.106	Telecommunications in Swaziland
-5.106	Telecommunications in Bhutan
-5.106	Liwa (Arabic)
-5.106	Commote
-5.106	Telecommunications in Cape Verde
-5.106	Kingdom of Italy (1861–1946)
-5.106	Euphemism
-5.106	Telecommunications in Jordan
-5.106	Entomologist
-5.106	Municipal district
-5.107	Motorola
-5.107	Battleship
-5.107	Male
-5.107	Polarization-division multiplexing
-5.107	Hyperlink
-5.107	Somali people
-5.107	Telecommunications in Ecuador
-5.107	Nomenclature codes
-5.107	Telecommunications in Gabon
-5.107	Music education
-5.107	Telecommunications in Lebanon
-5.107	Polydor Records
-5.107	Madison Square Garden
-5.107	Bivalvia
-5.107	Kilowatt hour
-5.107	Motion (physics)
-5.107	Telecommunications in Kuwait
-5.107	American and British English spelling differences
-5.107	Telecommunications in Israel
-5.107	Solar energy
-5.107	Zhou Dynasty
-5.107	Hunan
-5.107	Telecommunications in Tanzania
-5.107	VG-lista
-5.107	Winger (ice hockey)
-5.107	Durban
-5.107	Telecommunications in San Marino
-5.107	Democratic Republic of Congo
-5.107	Book of Common Prayer
-5.107	United Methodist Church
-5.107	Next-generation network
-5.107	Der Spiegel
-5.107	Apostrophe
-5.107	Embedded system
-5.107	High school football
-5.108	Pain
-5.108	Northamptonshire
-5.108	Ski jumping
-5.108	Teutonic Knights
-5.108	Florida State University
-5.108	Telecommunications in Turkmenistan
-5.108	Telecommunications in Seychelles
-5.108	Error detection and correction
-5.108	Australian Open
-5.108	Township
-5.108	Romani language
-5.108	National Rugby League
-5.108	Littoral zone
-5.108	Bosnian language
-5.108	Ionian Sea
-5.108	Gunpowder
-5.108	Pagus
-5.108	Telecommunications in El Salvador
-5.108	Telecommunications in Ethiopia
-5.108	Linebacker
-5.108	Minneapolis, Minnesota
-5.108	Bookselling
-5.108	Camouflage
-5.108	Scotland national football team
-5.108	On the Origin of Species
-5.108	Dorling Kindersley
-5.108	List of Korean family names
-5.108	Electrical resistance and conductance
-5.108	Telecommunications in the Gambia
-5.109	Congenital disorder
-5.109	Telecommunications in Somalia
-5.109	Heliograph
-5.109	Screenplay
-5.109	Leipzig University
-5.109	Swamp
-5.109	Canadian National Railway
-5.109	Rocket
-5.109	IPUMS
-5.109	New York City, New York
-5.109	Eurozone
-5.109	Columbia University Press
-5.109	Conservative Party of Canada
-5.109	Holy Spirit
-5.109	Google Chrome
-5.109	Gnosticism
-5.109	The Oregonian
-5.109	Canonization
-5.109	Maximum likelihood
-5.109	Hajj
-5.109	Pilot (aircraft)
-5.109	Sister station
-5.109	Mycology
-5.109	Brick
-5.109	African Americans
-5.109	Bill Gates
-5.109	New Zealand English
-5.109	Periodic table
-5.109	Christian theology
-5.109	Charcoal
-5.109	Telecommunications in Vietnam
-5.109	Honey
-5.109	Telecommunications in Liechtenstein
-5.110	Provence
-5.110	Lophotrochozoa
-5.110	Telecommunications in Djibouti
-5.110	Robert Christgau
-5.110	European Convention on Human Rights
-5.110	Education in Canada
-5.110	Super-prefectures of Greece
-5.110	Dimension
-5.110	Crambidae
-5.110	Royal Swedish Academy of Sciences
-5.110	New York Mets
-5.110	Telecommunications in Chile
-5.110	Transformer
-5.110	Viacom
-5.110	Summer Olympics
-5.110	JournalReview.org
-5.110	Late Middle Ages
-5.110	Philo Farnsworth
-5.110	Transparency and translucency
-5.110	Auschwitz concentration camp
-5.110	Australia national cricket team
-5.110	Telecommunications in Sudan
-5.110	Counties of Norway
-5.110	Iron ore
-5.110	Cast iron
-5.110	Napoleon Bonaparte
-5.110	Kernel (computing)
-5.110	St. John's, Newfoundland and Labrador
-5.110	Life peer
-5.110	Race (classification of human beings)
-5.111	Hadrian
-5.111	Amazon Silk
-5.111	Graffiti
-5.111	Telecommunications in Colombia
-5.111	Sibilant
-5.111	Mexican people
-5.111	Resurrection of Jesus
-5.111	Parazoa
-5.111	Sinai Peninsula
-5.111	Learned society
-5.111	Parkinson's disease
-5.111	Charity Commission for England and Wales
-5.111	Anabaptist
-5.111	Kazakh language
-5.111	Telecommunications in Zimbabwe
-5.111	Vogue (magazine)
-5.111	Truck
-5.111	Telecommunications in the Czech Republic
-5.111	Telecommunications in Chad
-5.111	Telecommunications in Brunei
-5.111	Vehicle
-5.111	Media bias
-5.111	Uvular consonant
-5.111	Instituto Nacional de Estadística (Spain)
-5.111	County Cork
-5.112	Telecommunications in South Africa
-5.112	Analog television
-5.112	Everton F.C.
-5.112	Telecommunications in East Timor
-5.112	Telecommunications in Uzbekistan
-5.112	Telecommunications in Poland
-5.112	Kingston, Jamaica
-5.112	Royal Albert Hall
-5.112	Rio de Janeiro (state)
-5.112	Telecommunications in Puerto Rico
-5.112	Schizophrenia
-5.112	Telecommunications in Cameroon
-5.112	Union Pacific Railroad
-5.112	Category theory
-5.112	Indian American
-5.112	Conflict of laws
-5.112	Post-punk
-5.112	Bharatiya Janata Party
-5.112	Chrysler
-5.112	Dialect continuum
-5.112	Analytical chemistry
-5.112	Tulsa, Oklahoma
-5.112	PlayStation
-5.112	Telecommunications in Mauritius
-5.112	Jürgen Habermas
-5.112	Rational number
-5.112	Debt
-5.112	Telecommunications in Nigeria
-5.113	Santiago, Chile
-5.113	Bobsleigh
-5.113	Telecommunications in the Central African Republic
-5.113	Telecommunications in Algeria
-5.113	Telecommunications in Kenya
-5.113	Music of India
-5.113	Document type definition
-5.113	Equity (law)
-5.113	Memory
-5.113	ETBLAST
-5.113	Telecommunications in Réunion
-5.113	Tokugawa shogunate
-5.113	Tunicate
-5.113	Arsenic
-5.113	Computer architecture
-5.113	Mojo (magazine)
-5.113	Free software license
-5.113	Electoral fraud
-5.113	Social stratification
-5.113	Telecommunications in Bulgaria
-5.113	List of municipalities of Norway
-5.113	Proteobacteria
-5.113	Feature film
-5.113	Buddhism in the United States
-5.113	Telecommunications in the Faroe Islands
-5.113	Telecommunications in Namibia
-5.113	Tax law
-5.113	Nerve
-5.113	Arabs
-5.113	Glagolitic alphabet
-5.113	Linear map
-5.113	Telecommunications in the Falkland Islands
-5.113	Telecommunications in Mozambique
-5.113	Human musculoskeletal system
-5.113	Landform
-5.113	Passport
-5.113	Bureau of Land Management
-5.113	Telecommunications in Comoros
-5.113	List of language regulators
-5.113	Telecommunications in Senegal
-5.113	Telecommunications in Macau
-5.113	Telecommunications in Niger
-5.113	Biomolecular structure
-5.113	Banknote
-5.114	Hermaphrodite
-5.114	Telecommunications in Singapore
-5.114	Orbital angular momentum multiplexing
-5.114	German Type VII submarine
-5.114	Thunderstorm
-5.114	Biologist
-5.114	Telecommunications in São Tomé and Príncipe
-5.114	Cultural studies
-5.114	Drums
-5.114	Roman mythology
-5.114	Telecommunications in Lesotho
-5.114	Bar (unit)
-5.114	Insecta
-5.114	Asterales
-5.114	Median household income
-5.114	London, Ontario
-5.114	Brazil national football team
-5.114	Lord Chancellor
-5.114	Dunedin
-5.114	Telecommunications in Benin
-5.114	Music technology
-5.114	Nucleic acid
-5.114	Digital Equipment Corporation
-5.114	Philosophy of space and time
-5.114	Sony BMG
-5.114	NBA
-5.114	Telecommunications in Malawi
-5.114	Location identifier
-5.114	Telecommunications in Sierra Leone
-5.115	Rabbit
-5.115	Telecommunications in Kyrgyzstan
-5.115	Telecommunications in Greenland
-5.115	American City Business Journals
-5.115	Ovid Technologies
-5.115	Köping
-5.115	Shenzhen
-5.115	Osama bin Laden
-5.115	Amie Street
-5.115	Differential geometry
-5.115	Central Time Zone (North America)
-5.115	Marxist
-5.115	Telecommunications in Yemen
-5.115	Telecommunications in Zambia
-5.115	Montesquieu
-5.115	Telecommunications in Madagascar
-5.115	Esophagus
-5.115	Morpheme
-5.115	Overseas departments and territories of France
-5.115	Telecommunications in Guinea-Bissau
-5.115	Minoan civilization
-5.115	Brahmin
-5.115	Telecommunications in Oman
-5.115	Hubble Space Telescope
-5.115	Telecommunications in Uganda
-5.115	Parish church
-5.115	Telecommunications in Botswana
-5.115	Syracuse, New York
-5.115	Air conditioning
-5.115	National Assembly of Quebec
-5.115	Multicellular organism
-5.115	Karate
-5.115	Reproduction
-5.115	Inductive reasoning
-5.115	1,000,000,000
-5.115	Aston Villa F.C.
-5.115	Telecommunications in the Republic of the Congo
-5.116	Volga River
-5.116	Phylogeny
-5.116	Telecommunications in Thailand
-5.116	Tooth
-5.116	History of science
-5.116	Patras
-5.116	National accounts
-5.116	Combustion
-5.116	Dating methodologies in archaeology
-5.116	Maple
-5.116	Detroit Tigers
-5.116	Trieste
-5.116	Mandolin
-5.116	Telecommunications in Guinea
-5.116	Graphite
-5.116	Telecommunications in Tunisia
-5.116	Palermo
-5.116	Odessa
-5.116	Fabales
-5.116	Telecommunications in Burma
-5.116	Mercenary
-5.116	Castile and León
-5.116	College of William & Mary
-5.116	Telecommunications in Aruba
-5.116	Theory
-5.116	Document Type Definition
-5.117	World Economic Forum
-5.117	Sampling (statistics)
-5.117	Consciousness
-5.117	Smoke signal
-5.117	Telecommunications in Nepal
-5.117	Subroutine
-5.117	Lithography
-5.117	British Summer Time
-5.117	Nationality
-5.117	Olive
-5.117	Tertiary education
-5.117	Telecommunications in Nicaragua
-5.117	Polish car number plates
-5.117	Apple Macintosh
-5.117	Telecommunications in Equatorial Guinea
-5.117	Upper Canada
-5.117	Christ Church, Oxford
-5.117	Cascade Range
-5.117	Close back rounded vowel
-5.117	Telecommunications in Norway
-5.117	Starch
-5.117	Bryozoa
-5.117	Chemist
-5.117	Manager (association football)
-5.117	Telecommunications in the European Union
-5.117	Henry IV of France
-5.117	Health insurance
-5.117	Telecommunications in Mauritania
-5.118	Hundred Years' War
-5.118	Policy
-5.118	Telecommunications in Burundi
-5.118	Accountant
-5.118	Telecommunications in Venezuela
-5.118	RIAA certification
-5.118	Innsbruck
-5.118	Autonomous oblast
-5.118	Telecommunications in Bahrain
-5.118	Quantification
-5.118	Harmony
-5.118	Economy of India
-5.118	Deep ecology
-5.118	Tufts University
-5.118	Selective breeding
-5.118	Mitosis
-5.118	Maoism
-5.118	Ethnomusicology
-5.118	Telecommunications in Barbados
-5.118	Alexander Stepanovich Popov
-5.118	Abolitionism
-5.118	Baladiyah
-5.119	Georgian architecture
-5.119	Capital region
-5.119	Walter Scott
-5.119	Bay of Bengal
-5.119	Modern art
-5.119	Islamic eschatology
-5.119	Vanderbilt University
-5.119	Political divisions of Mexico
-5.119	Acts of the Apostles
-5.119	Telecommunications in Gibraltar
-5.119	Telecommunications in the Isle of Man
-5.119	Slang
-5.119	Pupa
-5.119	Special Areas Board
-5.119	Nicholas II of Russia
-5.119	Leon Trotsky
-5.119	Competition
-5.119	Retraction
-5.119	Discovery Channel
-5.119	Frequency modulation
-5.119	Palatal approximant
-5.120	French Army
-5.120	Ecumenical council
-5.120	Fluorescence
-5.120	Bezirk
-5.120	Psychometrics
-5.120	British East India Company
-5.120	Gemeinde
-5.120	Mojave Desert
-5.120	Terminal (telecommunication)
-5.120	The Miami Herald
-5.120	Telecommunications in Tajikistan
-5.120	Abu Dhabi
-5.120	Gram
-5.120	Central vowel
-5.120	Nahuatl
-5.120	Telecommunications in Kosovo
-5.120	Telecommunications in Costa Rica
-5.120	World Trade Center
-5.120	Russo-Japanese War
-5.120	Video game industry
-5.120	Telecommunications in Somaliland
-5.120	Atlantic
-5.120	Telecommunications in Qatar
-5.120	Amazon Appstore
-5.120	Legume
-5.120	Blues rock
-5.120	Telecommunications in Laos
-5.120	Epidendroideae
-5.121	Rear admiral
-5.121	Norwich
-5.121	Telecommunications in the Turks and Caicos Islands
-5.121	Grover Cleveland
-5.121	Poblacion
-5.121	NGO
-5.121	Direct democracy
-5.121	Sellaband
-5.121	Ore
-5.121	Speciation
-5.121	Taxicab
-5.121	Fox News
-5.121	Single-player
-5.121	Pronghorn
-5.121	Economy of Canada
-5.121	Cf.
-5.121	A priori and a posteriori
-5.121	Close front unrounded vowel
-5.121	Tithing
-5.121	Telecommunications in Bermuda
-5.121	Science Citation Index
-5.121	Raidió Teilifís Éireann
-5.121	Telecommunications in Honduras
-5.121	Shogun
-5.121	Winter War
-5.122	Central Powers
-5.122	Reindeer
-5.122	Telecommunications in Trinidad and Tobago
-5.122	National Gallery
-5.122	Ritual
-5.122	Vehicle registration plates of Poland
-5.122	A
-5.122	Playboy
-5.122	Eugenics
-5.122	Inclination
-5.122	Tourist attraction
-5.122	FC Bayern Munich
-5.122	Toxicity
-5.122	Libertarian Party (United States)
-5.122	Elisha Gray
-5.122	Provinces of Sweden
-5.122	Government debt
-5.122	Quaternary
-5.122	Telecommunications in Jamaica
-5.122	Printed circuit board
-5.122	Treason
-5.122	Centimetre–gram–second system of units
-5.122	Speech
-5.122	Telecommunications in Martinique
-5.122	Circuit (administrative division)
-5.122	Crime fiction
-5.122	Postal codes in Switzerland and Liechtenstein
-5.122	Baker Island
-5.122	Initialism
-5.122	French Southern and Antarctic Lands
-5.122	Drums in communication
-5.122	Sexual orientation
-5.122	Jeff Bezos
-5.122	Iodine
-5.122	Lee de Forest
-5.122	Calendar era
-5.122	John Dewey
-5.122	Telecommunications in Dominica
-5.122	Eukaryota
-5.122	Dolby Digital
-5.123	Coral Sea Islands
-5.123	Logogram
-5.123	Gannett Company
-5.123	Astronomical year numbering
-5.123	Queen's University Belfast
-5.123	French franc
-5.123	Telecommunications in Antigua and Barbuda
-5.123	Wind wave
-5.123	Telecommunications in Mayotte
-5.123	Telecommunications in Liberia
-5.123	Prime Minister of Australia
-5.123	Telecommunications in Saint Kitts and Nevis
-5.123	Ahmedabad
-5.123	Telecommunications in Grenada
-5.123	Sea of Japan
-5.123	Sky News
-5.123	Crust (geology)
-5.123	Stanley Cup
-5.123	Webster's Dictionary
-5.123	Asian people
-5.123	Aleppo
-5.123	Hemp
-5.123	Post-structuralism
-5.123	Data mining
-5.123	Alan Turing
-5.123	Tribune Company
-5.123	Pig
-5.123	San Antonio, Texas
-5.124	Industrial music
-5.124	Puranas
-5.124	Telecommunications in the Cayman Islands
-5.124	Songza
-5.124	Telecommunications in Transnistria
-5.124	Faroese language
-5.124	Transport Layer Security
-5.124	Telecommunications in Montserrat
-5.124	Hangzhou
-5.124	Harvard Business School
-5.124	Residential community
-5.124	Telecommunications in Guadeloupe
-5.124	Iranian calendars
-5.124	Military justice
-5.124	Colon (anatomy)
-5.124	1973 oil crisis
-5.124	Human sexuality
-5.124	Telecommunications in Saint Pierre and Miquelon
-5.124	Colorado Springs, Colorado
-5.124	Telecommunications in Anguilla
-5.124	Annapolis, Maryland
-5.124	District municipality
-5.124	International Ski Federation
-5.124	Telecommunications in the British Virgin Islands
-5.124	Gurmukhī alphabet
-5.124	Torpedo
-5.125	Reproductive system
-5.125	Hydrogen bond
-5.125	Telecommunications in Curaçao
-5.125	Market town
-5.125	Autonomous region
-5.125	Hegemony
-5.125	Delegated legislation
-5.125	Superman
-5.125	Season
-5.125	Interdisciplinarity
-5.125	Reef
-5.125	U.S. National Geodetic Survey
-5.125	Pargana
-5.125	Francis Bacon
-5.125	Tanakh
-5.125	Mycenaean Greece
-5.125	Sarbanes–Oxley Act
-5.125	East Japan Railway Company
-5.125	Jharkhand
-5.125	Leap year
-5.125	World Intellectual Property Organization
-5.125	Dundee
-5.125	Telecommunications in Saint Lucia
-5.125	National Review
-5.125	Mahalle
-5.125	Racial segregation
-5.125	Loudspeaker
-5.125	United States Republican Party
-5.126	Web page
-5.126	Gondwana
-5.126	Gradient
-5.126	Revolutions of 1848
-5.126	Genghis Khan
-5.126	Ethnology
-5.126	Performing arts
-5.126	Ernst Haeckel
-5.126	Option (finance)
-5.126	Language isolate
-5.126	American Airlines
-5.126	National Football League Draft
-5.126	Washington Redskins
-5.126	Plant reproductive morphology
-5.126	Trilobite
-5.126	Art history
-5.126	Musical notation
-5.126	Acoustic guitar
-5.126	Deutsche Forschungsgemeinschaft
-5.126	Wild boar
-5.126	Telecommunications in Hong Kong
-5.126	Copyleft
-5.126	Abrahamic religions
-5.126	Mercury (planet)
-5.126	Chartered Accountant
-5.126	Injunction
-5.126	Silt
-5.126	Mitochondrial DNA
-5.127	Telecommunications in Africa
-5.127	Prince (musician)
-5.127	The New Republic
-5.127	Telecommunications in Guyana
-5.127	Diaeresis (diacritic)
-5.127	Semi-presidential system
-5.127	Telecommunications in Bolivia
-5.127	George Bernard Shaw
-5.127	Communications in Iran
-5.127	Manifold
-5.127	Corrosion
-5.127	List of One Piece characters
-5.127	Spanish-American War
-5.127	Telecommunications in Libya
-5.127	Telecommunications in the Canary Islands
-5.127	Telecommunications in Ceuta
-5.127	Telecommunications in Madeira
-5.127	Telecommunications in Melilla
-5.127	Telecommunications in Saint Helena
-5.127	Telecommunications in Tristan da Cunha
-5.127	Telecommunications in Ascension Island
-5.127	Telecommunications in the Sahrawi Arab Democratic Republic
-5.127	Appeal
-5.127	Genomics
-5.127	Triathlon
-5.127	First Indochina War
-5.127	Free state (government)
-5.128	European Union law
-5.128	Padua
-5.128	Windows NT
-5.128	Pashtun people
-5.128	BBC Radio
-5.128	Testicle
-5.128	New Age
-5.128	Dualism
-5.128	Code
-5.128	Cypriot syllabary
-5.128	Papyrus
-5.128	Flickr
-5.128	Atomic clock
-5.128	Paris, France
-5.128	History of India
-5.128	Oceania Football Confederation
-5.128	Telecommunications in Suriname
-5.128	LGBT rights by country or territory
-5.128	Buddhahood
-5.129	Red blood cell
-5.129	Hull (watercraft)
-5.129	Hamlet
-5.129	Sikkim
-5.129	Labiodental consonant
-5.129	American Family Radio
-5.129	Thrash metal
-5.129	Francis I of France
-5.129	Malware
-5.129	Organized crime
-5.129	Ridge-and-Valley Appalachians
-5.129	Mnemonic
-5.129	Roman naming conventions
-5.129	Web 2.0
-5.129	Himachal Pradesh
-5.129	Asia-Pacific Economic Cooperation
-5.129	Senate
-5.129	Neoclassical economics
-5.129	12-hour clock
-5.129	List of subjects in Gray's Anatomy: IX. Neurology
-5.129	Illegal drug trade
-5.129	Claude Chappe
-5.129	Euclid
-5.129	Political division
-5.129	Telecommunications in North America
-5.129	Binary number
-5.129	Districts of the Czech Republic
-5.129	Telecommunications in the Palestinian territories
-5.129	Mystery fiction
-5.129	GameCube
-5.129	Governance
-5.129	Larynx
-5.129	Microscope
-5.129	Territory (subdivision)
-5.129	Sutra
-5.130	Administrative divisions of Ukraine
-5.130	Black market
-5.130	R
-5.130	Single transferable vote
-5.130	Line (geometry)
-5.130	Stevie Wonder
-5.130	First appearance
-5.130	Telecommunications in the United States
-5.130	Telecommunications in Navassa Island
-5.130	Telecommunications in Saint Barthélemy
-5.130	Constitution of India
-5.130	Prometheus Global Media
-5.130	Standard conditions for temperature and pressure
-5.130	Formal system
-5.130	Linnaean taxonomy
-5.130	Sociolinguistics
-5.130	Subah (country subdivision)
-5.130	Hispania
-5.130	Deism
-5.130	Citizen journalism
-5.130	Movie theater
-5.130	Fisheries science
-5.130	Digital terrestrial television
-5.130	ITN
-5.130	Deuterostome
-5.130	Pompeii
-5.130	Evergreen
-5.130	Census in Australia
-5.130	Photophone
-5.130	The Telephone Cases
-5.130	List of Naruto episodes
-5.130	Black
-5.130	Telecommunications in Saint Vincent and the Grenadines
-5.130	Confederation
-5.130	Howland Island
-5.130	Block (country subdivision)
-5.130	Languages of Europe
-5.130	Telecommunications in Asia
-5.130	National library
-5.130	Continental Europe
-5.131	Plurality voting system
-5.131	Japanese American
-5.131	Dallas–Fort Worth metroplex
-5.131	First-person shooter
-5.131	Ayurveda
-5.131	David Lloyd George
-5.131	Telecommunications in Argentina
-5.131	Hot Dance Club Songs
-5.131	Washington University in St. Louis
-5.131	Forward (ice hockey)
-5.131	Elbe
-5.131	Polyester
-5.131	Brigham Young University
-5.131	Telecommunications in Afghanistan
-5.131	Telecommunications in Indonesia
-5.131	Telecommunications in the Nagorno-Karabakh Republic
-5.131	High Middle Ages
-5.131	Fur trade
-5.131	Patronage
-5.131	Ethiopian Orthodox Tewahedo Church
-5.131	Swansea
-5.131	Metropolitan Police Service
-5.131	Top 40
-5.131	Places of sovereignty (Spain)
-5.131	Reading, Berkshire
-5.131	Colonia (country subdivision)
-5.131	Heerlijkheid
-5.131	Britney Spears
-5.131	Jawaharlal Nehru
-5.131	International Herald Tribune
-5.131	Tripoli
-5.132	Voiceless velar stop
-5.132	Oligarchy
-5.132	Dot (diacritic)
-5.132	Ashoka
-5.132	Arab–Israeli conflict
-5.132	Graph (mathematics)
-5.132	Ivy League
-5.132	Shaanxi
-5.132	United States customary units
-5.132	George Orwell
-5.132	Politico
-5.132	Johann Philipp Reis
-5.132	Chief operating officer
-5.132	Contemporary Christian music
-5.132	National Center for Education Statistics
-5.132	Lyrics
-5.132	History of the telephone
-5.132	Game Boy Advance
-5.132	Barony
-5.132	Pittsburgh Steelers
-5.132	Sindhi language
-5.132	GameFAQs
-5.132	Isidore of Seville
-5.132	Metallica
-5.132	Toledo, Ohio
-5.133	Banking
-5.133	Baruch Spinoza
-5.133	William Howard Taft
-5.133	Stolen base
-5.133	Gordon Brown
-5.133	Empire
-5.133	Logo
-5.133	Queen (band)
-5.133	Interest
-5.133	Communications in Guam
-5.133	Economy of Germany
-5.133	Autonomous province
-5.133	Southeast Europe
-5.133	Addis Ababa
-5.133	Nottinghamshire
-5.133	Ciliate
-5.133	Gottlob Frege
-5.133	Empty set
-5.133	Human overpopulation
-5.133	History of broadcasting
-5.133	Moravia
-5.133	Immaculate Conception
-5.133	Habeas corpus
-5.133	Alfred Vail
-5.133	Canon Inc.
-5.133	Astronomical chronology
-5.133	Intelligence
-5.133	Mantra
-5.133	Sustainable design
-5.133	Communications in Japan
-5.133	Northern America
-5.133	Glorious Revolution
-5.133	Prosecutor
-5.133	Hindu philosophy
-5.134	Flash memory
-5.134	Oxidation
-5.134	Spokane, Washington
-5.134	Bicameral
-5.134	Naucrary
-5.134	Jagiellonian University
-5.134	Matter
-5.134	Playing card
-5.134	I
-5.134	Metalworking
-5.134	High Court of Justice
-5.134	Lands administrative divisions of Tasmania
-5.134	Abbreviation
-5.134	Division (military)
-5.134	Fuel
-5.134	Chartered Institute of Management Accountants
-5.134	Transgender
-5.134	University of Tokyo
-5.134	Telecommunications in French Guiana
-5.134	RPM (magazine)
-5.134	Toll road
-5.134	2016 Summer Olympics
-5.135	Geoffrey Chaucer
-5.135	Canada 1996 Census
-5.135	Royal free city
-5.135	Darwin, Northern Territory
-5.135	Laptop
-5.135	NEC
-5.135	The arts
-5.135	University of Göttingen
-5.135	Barony (geographic)
-5.135	Chișinău
-5.135	Independent school (United Kingdom)
-5.135	Ediacaran
-5.135	Monthon
-5.135	O
-5.135	Economy of Japan
-5.135	Federal territory
-5.135	Minor league baseball
-5.135	Sumo
-5.135	Autonomous okrug
-5.135	Armenian alphabet
-5.135	Reed Elsevier
-5.136	Franz Joseph I of Austria
-5.136	Republika Srpska
-5.136	Anaheim, California
-5.136	Independent school
-5.136	USB flash drive
-5.136	Max Weber
-5.136	Ideogram
-5.136	Rio Grande do Sul
-5.136	Victor A. McKusick
-5.136	Kingdom of Ireland
-5.136	Progressive Conservative Party of Canada
-5.136	Circadian rhythm
-5.136	Sufi
-5.136	Sun-synchronous orbit
-5.136	Distribution (business)
-5.136	H
-5.136	Chronobiology
-5.136	Theodor W. Adorno
-5.136	Electronic publishing
-5.136	International Ice Hockey Federation
-5.136	Hydraulic telegraph
-5.136	Radio-frequency identification
-5.136	Army
-5.136	Drag (physics)
-5.136	Environmental engineering
-5.136	L
-5.136	Timeline of communication technology
-5.136	Tragedy
-5.136	Voiced alveolar affricate
-5.136	Johnston Atoll
-5.136	History of videotelephony
-5.136	Speaker (politics)
-5.136	Informa
-5.137	Economy of Brazil
-5.137	Saskatoon
-5.137	Economy of Spain
-5.137	List of Pokémon characters
-5.137	Harmonica
-5.137	Automated teller machine
-5.137	Bairro
-5.137	Doubleday (publisher)
-5.137	Pretoria
-5.137	Louisiana State University
-5.137	Cinema of India
-5.137	Emergency department
-5.137	History of telecommunication
-5.137	Rice University
-5.137	Coronation
-5.137	Private sector
-5.137	Eclipse (software)
-5.137	Prakrit
-5.137	Robot
-5.137	Craft
-5.137	Graphics Interchange Format
-5.137	S
-5.137	Fisheries management
-5.137	Social justice
-5.137	Amazon Elastic Compute Cloud
-5.137	Baroque architecture
-5.137	Fife
-5.137	Assassination
-5.137	Dead Sea
-5.137	Late Cretaceous
-5.137	Microregion
-5.138	Overseas territory
-5.138	Telecommunications in South America
-5.138	Communications in Argentina
-5.138	Académie française
-5.138	Circle (country subdivision)
-5.138	Area (country subdivision)
-5.138	Continental climate
-5.138	Varieties of Chinese
-5.138	Vai syllabary
-5.138	Filipino language
-5.138	Religious institute (Catholic)
-5.138	Megahertz
-5.138	Fiber
-5.138	Philosophy of technology
-5.138	Multi-party system
-5.138	Classical Greece
-5.138	Veto
-5.138	Missile
-5.138	Narrow gauge railway
-5.138	Art museum
-5.138	Labrador
-5.138	Gospel of John
-5.138	Great Basin
-5.138	The Japan Times
-5.138	Telecommunications in South Georgia and the South Sandwich Islands
-5.138	Renaissance humanism
-5.138	Spice
-5.138	Topological space
-5.138	Bijection
-5.138	Autonomy
-5.138	Amazon Basin
-5.138	Camille Papin Tissot
-5.138	Anne, Queen of Great Britain
-5.138	Biological engineering
-5.138	Brno
-5.138	Salamander
-5.138	Company (law)
-5.138	Manipur
-5.138	Mozilla
-5.138	Kathmandu
-5.138	Fire OS
-5.138	World population
-5.138	Kochi
-5.138	BBC Radio 2
-5.138	Ofsted
-5.138	European Parliament election, 2014
-5.139	Voiceless velar fricative
-5.139	Rama
-5.139	Correction (newspaper)
-5.139	Disney
-5.139	Royal Canadian Air Force
-5.139	Mile
-5.139	Tradition
-5.139	Heaven
-5.139	Peerage of Ireland
-5.139	Medical imaging
-5.139	Pediatrics
-5.139	South West England
-5.139	Amazon Web Services
-5.139	History of the prepaid mobile phone
-5.139	E-mail
-5.139	Kinshasa
-5.139	Rose
-5.139	Constable
-5.139	Electoral district (Canada)
-5.139	Medical terminology
-5.139	CBS Interactive
-5.139	Opisthokont
-5.139	Communications in Papua New Guinea
-5.139	History of Firefox
-5.139	Banjo
-5.139	Administrative divisions of China
-5.139	City of Westminster
-5.140	Artists and repertoire
-5.140	Classical Latin
-5.140	Mesoregion (geography)
-5.140	Gemstone
-5.140	States of Colombia
-5.140	Hebrew University of Jerusalem
-5.140	Anxiety
-5.140	Pay television
-5.140	Molotov–Ribbentrop Pact
-5.140	Archaeplastida
-5.140	Petroleum industry
-5.140	Human geography
-5.140	A roads in Zone 4 of the Great Britain numbering scheme
-5.140	Accounting period
-5.140	Warmian-Masurian Voivodeship
-5.140	Jimi Hendrix
-5.140	Hawaiian language
-5.140	Uniform Resource Locator
-5.140	Carl Jung
-5.140	Action film
-5.140	V speeds
-5.140	CERN
-5.140	University of Oregon
-5.140	Quotation mark
-5.140	Minister (Christianity)
-5.140	Computer monitor
-5.140	Supreme court
-5.140	Kana
-5.140	Località
-5.141	John Milton
-5.141	Hasidic Judaism
-5.141	Era (geology)
-5.141	History of France
-5.141	Pluto
-5.141	Communities, regions and language areas of Belgium
-5.141	Karlsruhe
-5.141	Occam's razor
-5.141	Harmonic
-5.141	E
-5.141	Plasă
-5.141	Home Office
-5.141	Daïra
-5.141	Catholic Church in the United States
-5.141	Half-life
-5.141	C
-5.141	N
-5.141	Romantic music
-5.141	U
-5.141	Gansu
-5.141	Epigenetics
-5.141	Baronetage of the United Kingdom
-5.141	Hypothesis
-5.142	Energy law
-5.142	Annals of Surgery
